-1.0,-1.0,-1.0,2595.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3893.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3891.84
-1.0,-1.0,-1.0,-1.0,3233.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3893.37,-1.0,3894.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,3800.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3894.86,-1.0,3895.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3835.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3895.92,-1.0,3896.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3314.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3896.26,-1.0,3895.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2645.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3895.79,-1.0,3894.64,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2594.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3894.64,-1.0,3893.12,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3230.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3893.12,-1.0,3891.63,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3795.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3891.63,-1.0,3890.57,-1.0,-1.0
3829.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3890.57,-1.0,3890.23,-1.0
-1.0,3310.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3890.23,-1.0,3890.69
-1.0,-1.0,2644.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3891.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3890.69,-1.0
